i, Sin(2PIi/ArraySize)
3215, -0.622515
3216, -0.621148
3217, -0.619779
3218, -0.618408
3219, -0.617036
3220, -0.615662
3221, -0.614285
3222, -0.612907
3223, -0.611527
3224, -0.610145
3225, -0.608761
3226, -0.607376
3227, -0.605988
3228, -0.604599
3229, -0.603208
3230, -0.601815
3231, -0.600420
3232, -0.599024
3233, -0.597625
3234, -0.596225
3235, -0.594823
3236, -0.593419
3237, -0.592013
3238, -0.590606
3239, -0.589196
3240, -0.587785
3241, -0.586372
3242, -0.584958
3243, -0.583541
3244, -0.582123
3245, -0.580703
3246, -0.579281
3247, -0.577858
3248, -0.576432
3249, -0.575005
3250, -0.573576
3251, -0.572146
3252, -0.570714
3253, -0.569280
3254, -0.567844
3255, -0.566406
3256, -0.564967
3257, -0.563526
3258, -0.562083
3259, -0.560639
3260, -0.559193
3261, -0.557745
3262, -0.556296
3263, -0.554844
3264, -0.553392
3265, -0.551937
3266, -0.550481
3267, -0.549023
3268, -0.547563
3269, -0.546102
3270, -0.544639
3271, -0.543174
3272, -0.541708
3273, -0.540240
3274, -0.538771
3275, -0.537300
3276, -0.535827
3277, -0.534352
3278, -0.532876
3279, -0.531399
3280, -0.529919
3281, -0.528438
3282, -0.526956
3283, -0.525472
3284, -0.523986
3285, -0.522499
3286, -0.521010
3287, -0.519519
3288, -0.518027
3289, -0.516533
3290, -0.515038
3291, -0.513541
3292, -0.512043
3293, -0.510543
3294, -0.509041
3295, -0.507538
3296, -0.506034
3297, -0.504528
3298, -0.503020
3299, -0.501511
3300, -0.500000
3301, -0.498488
3302, -0.496974
3303, -0.495459
3304, -0.493942
3305, -0.492424
3306, -0.490904
3307, -0.489382
3308, -0.487860
3309, -0.486335
3310, -0.484810
3311, -0.483282
3312, -0.481754
3313, -0.480224
3314, -0.478692
3315, -0.477159
3316, -0.475624
3317, -0.474088
3318, -0.472551
3319, -0.471012
3320, -0.469472
3321, -0.467930
3322, -0.466387
3323, -0.464842
3324, -0.463296
3325, -0.461749
3326, -0.460200
3327, -0.458650
3328, -0.457098
3329, -0.455545
3330, -0.453990
3331, -0.452435
3332, -0.450878
3333, -0.449319
3334, -0.447759
3335, -0.446198
3336, -0.444635
3337, -0.443071
3338, -0.441506
3339, -0.439939
3340, -0.438371
3341, -0.436802
3342, -0.435231
3343, -0.433659
3344, -0.432086
3345, -0.430511
3346, -0.428935
3347, -0.427358
3348, -0.425779
3349, -0.424199
3350, -0.422618
3351, -0.421036
3352, -0.419452
3353, -0.417867
3354, -0.416281
3355, -0.414693
3356, -0.413104
3357, -0.411514
3358, -0.409923
3359, -0.408330
3360, -0.406737
3361, -0.405142
3362, -0.403545
3363, -0.401948
3364, -0.400349
3365, -0.398749
3366, -0.397148
3367, -0.395546
3368, -0.393942
3369, -0.392337
3370, -0.390731
3371, -0.389124
3372, -0.387516
3373, -0.385906
3374, -0.384295
3375, -0.382683
3376, -0.381070
3377, -0.379456
3378, -0.377841
3379, -0.376224
3380, -0.374607
3381, -0.372988
3382, -0.371368
3383, -0.369747
3384, -0.368125
3385, -0.366501
3386, -0.364877
3387, -0.363251
3388, -0.361625
3389, -0.359997
3390, -0.358368
3391, -0.356738
3392, -0.355107
3393, -0.353475
3394, -0.351842
3395, -0.350207
3396, -0.348572
3397, -0.346936
3398, -0.345298
3399, -0.343660
3400, -0.342020
3401, -0.340380
3402, -0.338738
3403, -0.337095
3404, -0.335452
3405, -0.333807
3406, -0.332161
3407, -0.330514
3408, -0.328867
3409, -0.327218
3410, -0.325568
3411, -0.323917
3412, -0.322266
3413, -0.320613
3414, -0.318959
3415, -0.317305
3416, -0.315649
3417, -0.313992
3418, -0.312335
3419, -0.310676
3420, -0.309017
3421, -0.307357
3422, -0.305695
3423, -0.304033
3424, -0.302370
3425, -0.300706
3426, -0.299041
3427, -0.297375
3428, -0.295708
3429, -0.294040
3430, -0.292372
3431, -0.290702
3432, -0.289032
3433, -0.287361
3434, -0.285688
3435, -0.284015
3436, -0.282341
3437, -0.280667
3438, -0.278991
3439, -0.277315
3440, -0.275637
3441, -0.273959
3442, -0.272280
3443, -0.270600
3444, -0.268920
3445, -0.267238
3446, -0.265556
3447, -0.263873
3448, -0.262189
3449, -0.260505
3450, -0.258819
3451, -0.257133
3452, -0.255446
3453, -0.253758
3454, -0.252069
3455, -0.250380
3456, -0.248690
3457, -0.246999
3458, -0.245307
3459, -0.243615
3460, -0.241922
3461, -0.240228
3462, -0.238533
3463, -0.236838
3464, -0.235142
3465, -0.233445
3466, -0.231748
3467, -0.230050
3468, -0.228351
3469, -0.226651
3470, -0.224951
3471, -0.223250
3472, -0.221548
3473, -0.219846
3474, -0.218143
3475, -0.216440
3476, -0.214735
3477, -0.213030
3478, -0.211325
3479, -0.209619
3480, -0.207912
3481, -0.206204
3482, -0.204496
3483, -0.202787
3484, -0.201078
3485, -0.199368
3486, -0.197657
3487, -0.195946
3488, -0.194234
3489, -0.192522
3490, -0.190809
3491, -0.189095
3492, -0.187381
3493, -0.185667
3494, -0.183951
3495, -0.182236
3496, -0.180519
3497, -0.178802
3498, -0.177085
3499, -0.175367
3500, -0.173648
3501, -0.171929
3502, -0.170209
3503, -0.168489
3504, -0.166769
3505, -0.165048
3506, -0.163326
3507, -0.161604
3508, -0.159881
3509, -0.158158
3510, -0.156434
3511, -0.154710
3512, -0.152986
3513, -0.151261
3514, -0.149535
3515, -0.147809
3516, -0.146083
3517, -0.144356
3518, -0.142629
3519, -0.140901
3520, -0.139173
3521, -0.137445
3522, -0.135716
3523, -0.133986
3524, -0.132256
3525, -0.130526
3526, -0.128796
3527, -0.127065
3528, -0.125333
3529, -0.123601
3530, -0.121869
3531, -0.120137
3532, -0.118404
3533, -0.116671
3534, -0.114937
3535, -0.113203
3536, -0.111469
3537, -0.109734
3538, -0.107999
3539, -0.106264
3540, -0.104528
3541, -0.102793
3542, -0.101056
3543, -0.099320
3544, -0.097583
3545, -0.095846
3546, -0.094108
3547, -0.092371
3548, -0.090633
3549, -0.088894
3550, -0.087156
3551, -0.085417
3552, -0.083678
3553, -0.081939
3554, -0.080199
3555, -0.078459
3556, -0.076719
3557, -0.074979
3558, -0.073238
3559, -0.071497
3560, -0.069756
3561, -0.068015
3562, -0.066274
3563, -0.064532
3564, -0.062791
3565, -0.061049
3566, -0.059306
3567, -0.057564
3568, -0.055822
3569, -0.054079
3570, -0.052336
3571, -0.050593
3572, -0.048850
3573, -0.047106
3574, -0.045363
3575, -0.043619
3576, -0.041876
3577, -0.040132
3578, -0.038388
3579, -0.036644
3580, -0.034899
3581, -0.033155
3582, -0.031411
3583, -0.029666
3584, -0.027922
3585, -0.026177
3586, -0.024432
3587, -0.022687
3588, -0.020942
3589, -0.019197
3590, -0.017452
3591, -0.015707
3592, -0.013962
3593, -0.012217
3594, -0.010472
3595, -0.008727
3596, -0.006981
3597, -0.005236
3598, -0.003491
3599, -0.001745
